timestamp,container_id,name,cpu_perc,mem_usage,mem_perc,net_io,block_io,pids
1755872475.243811425,4ab2f4d499aa,multi-proxy1,150.34%,283.4MiB / 31.15GiB,0.89%,49.5MB / 797kB,406kB / 0B,50
1755872475.243811425,f8cd685deea1,multi-proxy2,179.13%,390.3MiB / 31.15GiB,1.22%,86.5MB / 659kB,73.7kB / 0B,49
1755872478.780257015,87ffcb507c59,multi-proxy0,87.08%,290.6MiB / 31.15GiB,0.91%,68.7MB / 1.24MB,1.84MB / 0B,46
1755872478.780257015,4ab2f4d499aa,multi-proxy1,140.31%,297.6MiB / 31.15GiB,0.93%,50.4MB / 811kB,406kB / 0B,50
1755872478.780257015,f8cd685deea1,multi-proxy2,165.69%,393.2MiB / 31.15GiB,1.23%,87.5MB / 664kB,73.7kB / 0B,49
1755872482.314551505,87ffcb507c59,multi-proxy0,87.82%,309.4MiB / 31.15GiB,0.97%,69.4MB / 1.25MB,1.84MB / 0B,46
1755872482.314551505,4ab2f4d499aa,multi-proxy1,137.89%,291.9MiB / 31.15GiB,0.91%,51.3MB / 822kB,406kB / 0B,50
1755872482.314551505,f8cd685deea1,multi-proxy2,164.56%,397.6MiB / 31.15GiB,1.25%,89.3MB / 673kB,73.7kB / 0B,49
1755872485.844579803,87ffcb507c59,multi-proxy0,82.27%,316.1MiB / 31.15GiB,0.99%,70.5MB / 1.27MB,1.84MB / 0B,46
1755872485.844579803,4ab2f4d499aa,multi-proxy1,127.12%,297.7MiB / 31.15GiB,0.93%,52.3MB / 836kB,406kB / 0B,50
1755872485.844579803,f8cd685deea1,multi-proxy2,189.74%,409.1MiB / 31.15GiB,1.28%,91MB / 682kB,73.7kB / 0B,49
1755872489.371996451,87ffcb507c59,multi-proxy0,82.58%,306.3MiB / 31.15GiB,0.96%,72.1MB / 1.29MB,1.84MB / 0B,46
1755872489.371996451,4ab2f4d499aa,multi-proxy1,146.65%,314.3MiB / 31.15GiB,0.99%,53.2MB / 849kB,406kB / 0B,50
1755872489.371996451,f8cd685deea1,multi-proxy2,175.02%,415.7MiB / 31.15GiB,1.30%,92.4MB / 687kB,73.7kB / 0B,49
1755872492.910564354,87ffcb507c59,multi-proxy0,83.16%,323.9MiB / 31.15GiB,1.02%,72.9MB / 1.3MB,1.84MB / 0B,46
1755872492.910564354,4ab2f4d499aa,multi-proxy1,144.67%,307.6MiB / 31.15GiB,0.96%,53.7MB / 856kB,406kB / 0B,50
1755872492.910564354,f8cd685deea1,multi-proxy2,161.10%,424.4MiB / 31.15GiB,1.33%,94.3MB / 695kB,73.7kB / 0B,49
1755872495.448660103,87ffcb507c59,multi-proxy0,88.79%,311.1MiB / 31.15GiB,0.98%,74MB / 1.32MB,1.84MB / 0B,46
1755872495.448660103,4ab2f4d499aa,multi-proxy1,163.00%,326MiB / 31.15GiB,1.02%,54.7MB / 869kB,406kB / 0B,50
1755872495.448660103,f8cd685deea1,multi-proxy2,166.59%,428.2MiB / 31.15GiB,1.34%,95.3MB / 699kB,73.7kB / 0B,49
1755872498.983496542,87ffcb507c59,multi-proxy0,94.89%,313.5MiB / 31.15GiB,0.98%,75.1MB / 1.33MB,1.84MB / 0B,46
1755872498.983496542,4ab2f4d499aa,multi-proxy1,165.99%,332.7MiB / 31.15GiB,1.04%,55.9MB / 883kB,406kB / 0B,50
1755872498.983496542,f8cd685deea1,multi-proxy2,152.50%,450.4MiB / 31.15GiB,1.41%,96.5MB / 770kB,73.7kB / 0B,49
1755872502.527948777,87ffcb507c59,multi-proxy0,92.84%,349.1MiB / 31.15GiB,1.09%,76.3MB / 1.35MB,1.84MB / 0B,46
1755872502.527948777,4ab2f4d499aa,multi-proxy1,152.29%,333.6MiB / 31.15GiB,1.05%,56.9MB / 897kB,406kB / 0B,50
1755872502.527948777,f8cd685deea1,multi-proxy2,175.77%,440.4MiB / 31.15GiB,1.38%,97.8MB / 906kB,73.7kB / 8.19kB,49
1755872506.076260618,87ffcb507c59,multi-proxy0,88.54%,336.6MiB / 31.15GiB,1.06%,77.4MB / 1.37MB,1.84MB / 0B,46
1755872506.076260618,4ab2f4d499aa,multi-proxy1,176.58%,341.2MiB / 31.15GiB,1.07%,58MB / 917kB,406kB / 0B,50
1755872506.076260618,f8cd685deea1,multi-proxy2,154.76%,450.8MiB / 31.15GiB,1.41%,99.1MB / 1.05MB,73.7kB / 36.9kB,49
1755872509.610845465,87ffcb507c59,multi-proxy0,91.90%,325.2MiB / 31.15GiB,1.02%,78.1MB / 1.38MB,1.84MB / 0B,46
1755872509.610845465,4ab2f4d499aa,multi-proxy1,223.45%,349.2MiB / 31.15GiB,1.09%,59.1MB / 934kB,406kB / 0B,50
1755872509.610845465,f8cd685deea1,multi-proxy2,156.10%,462.6MiB / 31.15GiB,1.45%,101MB / 1.32MB,73.7kB / 77.8kB,49
1755872513.144484310,87ffcb507c59,multi-proxy0,89.55%,343.7MiB / 31.15GiB,1.08%,79.4MB / 1.41MB,1.84MB / 0B,46
1755872513.144484310,4ab2f4d499aa,multi-proxy1,177.05%,353.8MiB / 31.15GiB,1.11%,59.6MB / 946kB,406kB / 0B,50
1755872513.144484310,f8cd685deea1,multi-proxy2,160.42%,468.1MiB / 31.15GiB,1.47%,102MB / 1.39MB,73.7kB / 106kB,49
1755872516.674758092,87ffcb507c59,multi-proxy0,88.69%,346.2MiB / 31.15GiB,1.09%,80.5MB / 1.42MB,1.84MB / 0B,46
1755872516.674758092,4ab2f4d499aa,multi-proxy1,160.76%,355.1MiB / 31.15GiB,1.11%,60.7MB / 965kB,406kB / 0B,50
1755872516.674758092,f8cd685deea1,multi-proxy2,164.75%,471.2MiB / 31.15GiB,1.48%,104MB / 1.47MB,73.7kB / 131kB,49
1755872520.221938468,87ffcb507c59,multi-proxy0,84.65%,365.8MiB / 31.15GiB,1.15%,81.5MB / 1.44MB,1.84MB / 0B,46
1755872520.221938468,4ab2f4d499aa,multi-proxy1,195.78%,360.4MiB / 31.15GiB,1.13%,61.8MB / 981kB,406kB / 0B,50
1755872520.221938468,f8cd685deea1,multi-proxy2,203.41%,493.6MiB / 31.15GiB,1.55%,105MB / 1.68MB,73.7kB / 172kB,49
1755872523.753552321,87ffcb507c59,multi-proxy0,80.32%,352.4MiB / 31.15GiB,1.10%,82.5MB / 1.46MB,1.84MB / 0B,46
1755872523.753552321,4ab2f4d499aa,multi-proxy1,167.78%,364.4MiB / 31.15GiB,1.14%,62.9MB / 1MB,406kB / 0B,50
1755872523.753552321,f8cd685deea1,multi-proxy2,202.14%,482.8MiB / 31.15GiB,1.51%,106MB / 1.88MB,73.7kB / 221kB,49
1755872527.291347372,87ffcb507c59,multi-proxy0,87.40%,354.9MiB / 31.15GiB,1.11%,83.3MB / 1.47MB,1.84MB / 0B,46
1755872527.291347372,4ab2f4d499aa,multi-proxy1,183.70%,388.6MiB / 31.15GiB,1.22%,64.5MB / 1.03MB,406kB / 0B,51
1755872527.291347372,f8cd685deea1,multi-proxy2,220.27%,506.6MiB / 31.15GiB,1.59%,108MB / 2.16MB,73.7kB / 315kB,49
1755872530.827666279,87ffcb507c59,multi-proxy0,86.96%,360.1MiB / 31.15GiB,1.13%,84.3MB / 1.48MB,1.84MB / 0B,46
1755872530.827666279,4ab2f4d499aa,multi-proxy1,212.82%,386MiB / 31.15GiB,1.21%,65.9MB / 1.05MB,406kB / 0B,51
1755872530.827666279,f8cd685deea1,multi-proxy2,259.42%,494MiB / 31.15GiB,1.55%,109MB / 2.5MB,77.8kB / 406kB,49
1755872534.370319767,87ffcb507c59,multi-proxy0,83.57%,363.7MiB / 31.15GiB,1.14%,85.4MB / 1.51MB,1.84MB / 0B,46
1755872534.370319767,4ab2f4d499aa,multi-proxy1,247.56%,404MiB / 31.15GiB,1.27%,67.1MB / 1.07MB,406kB / 0B,51
1755872534.370319767,f8cd685deea1,multi-proxy2,234.13%,520.5MiB / 31.15GiB,1.63%,110MB / 2.57MB,77.8kB / 471kB,49
1755872537.912562561,87ffcb507c59,multi-proxy0,93.53%,367.8MiB / 31.15GiB,1.15%,86.5MB / 1.53MB,1.84MB / 0B,46
1755872537.912562561,4ab2f4d499aa,multi-proxy1,196.69%,407.7MiB / 31.15GiB,1.28%,68.2MB / 1.1MB,406kB / 0B,51
1755872537.912562561,f8cd685deea1,multi-proxy2,232.59%,511.8MiB / 31.15GiB,1.60%,112MB / 2.86MB,77.8kB / 602kB,49
1755872541.450533425,87ffcb507c59,multi-proxy0,99.46%,361.5MiB / 31.15GiB,1.13%,87.5MB / 1.55MB,1.84MB / 0B,46
1755872541.450533425,4ab2f4d499aa,multi-proxy1,192.18%,397.6MiB / 31.15GiB,1.25%,69.2MB / 1.13MB,406kB / 0B,51
1755872541.450533425,f8cd685deea1,multi-proxy2,247.04%,515.9MiB / 31.15GiB,1.62%,113MB / 3.08MB,77.8kB / 713kB,49
1755872545.014438028,87ffcb507c59,multi-proxy0,93.21%,384.1MiB / 31.15GiB,1.20%,88.6MB / 1.57MB,1.84MB / 0B,46
1755872545.014438028,4ab2f4d499aa,multi-proxy1,223.60%,420.6MiB / 31.15GiB,1.32%,71MB / 1.17MB,406kB / 0B,51
1755872545.014438028,f8cd685deea1,multi-proxy2,263.93%,524.3MiB / 31.15GiB,1.64%,115MB / 3.62MB,77.8kB / 971kB,49
1755872548.548722229,87ffcb507c59,multi-proxy0,94.99%,380.5MiB / 31.15GiB,1.19%,89.6MB / 1.59MB,1.84MB / 0B,46
1755872548.548722229,4ab2f4d499aa,multi-proxy1,203.19%,413.4MiB / 31.15GiB,1.30%,72.1MB / 1.2MB,406kB / 0B,51
1755872548.548722229,f8cd685deea1,multi-proxy2,305.34%,526.5MiB / 31.15GiB,1.65%,117MB / 3.78MB,77.8kB / 1.13MB,49
1755872552.086210148,87ffcb507c59,multi-proxy0,94.91%,401.7MiB / 31.15GiB,1.26%,90.5MB / 1.6MB,1.84MB / 0B,46
1755872552.086210148,4ab2f4d499aa,multi-proxy1,219.53%,416.5MiB / 31.15GiB,1.31%,72.5MB / 1.21MB,406kB / 0B,51
1755872552.086210148,f8cd685deea1,multi-proxy2,292.36%,538.4MiB / 31.15GiB,1.69%,119MB / 3.92MB,77.8kB / 1.3MB,51
1755872555.628447278,87ffcb507c59,multi-proxy0,90.18%,376.7MiB / 31.15GiB,1.18%,91.5MB / 1.62MB,1.84MB / 0B,46
1755872555.628447278,4ab2f4d499aa,multi-proxy1,222.21%,418.1MiB / 31.15GiB,1.31%,72.8MB / 1.23MB,406kB / 0B,51
1755872555.628447278,f8cd685deea1,multi-proxy2,327.54%,548.5MiB / 31.15GiB,1.72%,120MB / 4.14MB,77.8kB / 1.47MB,51
1755872558.163138968,87ffcb507c59,multi-proxy0,100.32%,389.8MiB / 31.15GiB,1.22%,92.5MB / 1.63MB,1.84MB / 0B,46
1755872558.163138968,4ab2f4d499aa,multi-proxy1,210.20%,423.8MiB / 31.15GiB,1.33%,73.7MB / 1.25MB,406kB / 0B,51
1755872558.163138968,f8cd685deea1,multi-proxy2,312.31%,549.4MiB / 31.15GiB,1.72%,121MB / 4.29MB,77.8kB / 1.61MB,51
1755872561.701409481,87ffcb507c59,multi-proxy0,93.01%,392.3MiB / 31.15GiB,1.23%,93MB / 1.65MB,1.84MB / 0B,46
1755872561.701409481,4ab2f4d499aa,multi-proxy1,215.18%,433.3MiB / 31.15GiB,1.36%,75MB / 1.3MB,406kB / 0B,51
1755872561.701409481,f8cd685deea1,multi-proxy2,322.88%,562.3MiB / 31.15GiB,1.76%,123MB / 4.52MB,77.8kB / 1.84MB,51
1755872565.242949368,87ffcb507c59,multi-proxy0,89.15%,414.1MiB / 31.15GiB,1.30%,94MB / 1.66MB,1.84MB / 0B,46
1755872565.242949368,4ab2f4d499aa,multi-proxy1,241.60%,452.4MiB / 31.15GiB,1.42%,75.9MB / 1.32MB,406kB / 0B,51
1755872565.242949368,f8cd685deea1,multi-proxy2,334.50%,565.7MiB / 31.15GiB,1.77%,124MB / 4.73MB,77.8kB / 2.07MB,51
1755872567.774190827,87ffcb507c59,multi-proxy0,97.92%,418.3MiB / 31.15GiB,1.31%,94.9MB / 1.68MB,1.84MB / 0B,46
1755872567.774190827,4ab2f4d499aa,multi-proxy1,241.48%,456.9MiB / 31.15GiB,1.43%,77.1MB / 1.34MB,406kB / 0B,51
1755872567.774190827,f8cd685deea1,multi-proxy2,334.12%,566.5MiB / 31.15GiB,1.78%,125MB / 4.87MB,77.8kB / 2.17MB,51
1755872571.312780557,87ffcb507c59,multi-proxy0,87.97%,419.9MiB / 31.15GiB,1.32%,95.5MB / 1.69MB,1.84MB / 0B,46
1755872571.312780557,4ab2f4d499aa,multi-proxy1,260.40%,459.3MiB / 31.15GiB,1.44%,77.8MB / 1.35MB,406kB / 0B,51
1755872571.312780557,f8cd685deea1,multi-proxy2,382.21%,578.1MiB / 31.15GiB,1.81%,126MB / 5.01MB,77.8kB / 2.46MB,51
1755872573.853662101,87ffcb507c59,multi-proxy0,100.78%,425.6MiB / 31.15GiB,1.33%,96.5MB / 1.71MB,1.84MB / 0B,46
1755872573.853662101,4ab2f4d499aa,multi-proxy1,213.98%,449.9MiB / 31.15GiB,1.41%,79.2MB / 1.4MB,406kB / 0B,51
1755872573.853662101,f8cd685deea1,multi-proxy2,316.89%,581.8MiB / 31.15GiB,1.82%,127MB / 5.3MB,77.8kB / 2.79MB,51
1755872577.404756347,87ffcb507c59,multi-proxy0,95.84%,409.6MiB / 31.15GiB,1.28%,97.6MB / 1.73MB,1.84MB / 0B,46
1755872577.404756347,4ab2f4d499aa,multi-proxy1,268.19%,453.9MiB / 31.15GiB,1.42%,80.3MB / 1.43MB,406kB / 0B,51
1755872577.404756347,f8cd685deea1,multi-proxy2,369.34%,589.1MiB / 31.15GiB,1.85%,129MB / 5.4MB,77.8kB / 2.95MB,51
1755872580.955017006,87ffcb507c59,multi-proxy0,99.25%,434.1MiB / 31.15GiB,1.36%,98.3MB / 1.74MB,1.84MB / 0B,46
1755872580.955017006,4ab2f4d499aa,multi-proxy1,254.26%,458.7MiB / 31.15GiB,1.44%,81.6MB / 1.45MB,406kB / 0B,51
1755872580.955017006,f8cd685deea1,multi-proxy2,395.66%,599.7MiB / 31.15GiB,1.88%,131MB / 5.74MB,77.8kB / 3.4MB,51
1755872584.503460929,87ffcb507c59,multi-proxy0,102.24%,437.8MiB / 31.15GiB,1.37%,99.1MB / 1.75MB,1.84MB / 0B,46
1755872584.503460929,4ab2f4d499aa,multi-proxy1,218.24%,459.5MiB / 31.15GiB,1.44%,82.7MB / 1.48MB,406kB / 0B,51
1755872584.503460929,f8cd685deea1,multi-proxy2,349.09%,605.8MiB / 31.15GiB,1.90%,132MB / 5.89MB,77.8kB / 3.73MB,51
1755872588.061515531,87ffcb507c59,multi-proxy0,108.28%,438MiB / 31.15GiB,1.37%,100MB / 1.77MB,1.84MB / 0B,46
1755872588.061515531,4ab2f4d499aa,multi-proxy1,210.38%,481.6MiB / 31.15GiB,1.51%,83.7MB / 1.51MB,406kB / 0B,51
1755872588.061515531,f8cd685deea1,multi-proxy2,403.05%,613.3MiB / 31.15GiB,1.92%,134MB / 5.98MB,77.8kB / 3.95MB,51
1755872591.610719516,87ffcb507c59,multi-proxy0,89.46%,439.6MiB / 31.15GiB,1.38%,101MB / 1.79MB,1.84MB / 0B,46
1755872591.610719516,4ab2f4d499aa,multi-proxy1,235.82%,470.6MiB / 31.15GiB,1.48%,84.9MB / 1.53MB,406kB / 0B,51
1755872591.610719516,f8cd685deea1,multi-proxy2,365.50%,621.3MiB / 31.15GiB,1.95%,135MB / 6.13MB,77.8kB / 4.02MB,51
1755872595.148824115,87ffcb507c59,multi-proxy0,93.09%,464.5MiB / 31.15GiB,1.46%,102MB / 1.8MB,1.84MB / 0B,46
1755872595.148824115,4ab2f4d499aa,multi-proxy1,234.79%,491.3MiB / 31.15GiB,1.54%,86MB / 1.55MB,406kB / 0B,51
1755872595.148824115,f8cd685deea1,multi-proxy2,477.22%,628.3MiB / 31.15GiB,1.97%,137MB / 6.34MB,81.9kB / 4.54MB,51
1755872598.687048526,87ffcb507c59,multi-proxy0,93.11%,447.6MiB / 31.15GiB,1.40%,103MB / 1.82MB,1.84MB / 0B,46
1755872598.687048526,4ab2f4d499aa,multi-proxy1,231.75%,498.1MiB / 31.15GiB,1.56%,87.3MB / 1.59MB,406kB / 0B,51
1755872598.687048526,f8cd685deea1,multi-proxy2,519.04%,631.4MiB / 31.15GiB,1.98%,138MB / 6.55MB,81.9kB / 5.05MB,51
1755872602.238876013,87ffcb507c59,multi-proxy0,91.73%,492.9MiB / 31.15GiB,1.55%,104MB / 1.83MB,1.84MB / 0B,46
1755872602.238876013,4ab2f4d499aa,multi-proxy1,290.60%,490.3MiB / 31.15GiB,1.54%,88.1MB / 1.63MB,406kB / 0B,51
1755872602.238876013,f8cd685deea1,multi-proxy2,455.81%,635.1MiB / 31.15GiB,1.99%,140MB / 6.93MB,81.9kB / 5.66MB,51
1755872605.774654522,87ffcb507c59,multi-proxy0,108.56%,495MiB / 31.15GiB,1.55%,105MB / 1.85MB,1.84MB / 0B,46
1755872605.774654522,4ab2f4d499aa,multi-proxy1,229.31%,512.4MiB / 31.15GiB,1.61%,89.8MB / 1.67MB,406kB / 0B,51
1755872605.774654522,f8cd685deea1,multi-proxy2,441.92%,665.4MiB / 31.15GiB,2.09%,141MB / 7.21MB,81.9kB / 6.43MB,51
1755872609.320421360,87ffcb507c59,multi-proxy0,98.28%,474.3MiB / 31.15GiB,1.49%,106MB / 1.87MB,1.84MB / 0B,46
1755872609.320421360,4ab2f4d499aa,multi-proxy1,227.83%,497.3MiB / 31.15GiB,1.56%,90.8MB / 1.69MB,406kB / 0B,51
1755872609.320421360,f8cd685deea1,multi-proxy2,448.14%,671MiB / 31.15GiB,2.10%,143MB / 7.23MB,81.9kB / 6.55MB,51
1755872612.858287620,87ffcb507c59,multi-proxy0,100.12%,476.4MiB / 31.15GiB,1.49%,107MB / 1.88MB,1.84MB / 0B,46
1755872612.858287620,4ab2f4d499aa,multi-proxy1,222.41%,521.6MiB / 31.15GiB,1.64%,91.9MB / 1.71MB,406kB / 0B,51
1755872612.858287620,f8cd685deea1,multi-proxy2,533.92%,668.6MiB / 31.15GiB,2.10%,144MB / 7.44MB,81.9kB / 7.12MB,51
1755872616.422509607,87ffcb507c59,multi-proxy0,106.53%,501MiB / 31.15GiB,1.57%,108MB / 1.9MB,1.84MB / 0B,46
1755872616.422509607,4ab2f4d499aa,multi-proxy1,229.83%,508.7MiB / 31.15GiB,1.59%,92.7MB / 1.73MB,406kB / 0B,51
1755872616.422509607,f8cd685deea1,multi-proxy2,502.29%,663MiB / 31.15GiB,2.08%,146MB / 7.46MB,81.9kB / 7.2MB,51
1755872619.966425569,87ffcb507c59,multi-proxy0,102.05%,505.5MiB / 31.15GiB,1.58%,110MB / 1.92MB,1.84MB / 0B,46
1755872619.966425569,4ab2f4d499aa,multi-proxy1,224.17%,508.6MiB / 31.15GiB,1.59%,93.5MB / 1.75MB,406kB / 0B,51
1755872619.966425569,f8cd685deea1,multi-proxy2,459.89%,668.4MiB / 31.15GiB,2.10%,147MB / 7.47MB,81.9kB / 7.32MB,51
1755872623.512913282,87ffcb507c59,multi-proxy0,105.34%,508.7MiB / 31.15GiB,1.59%,111MB / 1.94MB,1.84MB / 0B,46
1755872623.512913282,4ab2f4d499aa,multi-proxy1,208.77%,515.7MiB / 31.15GiB,1.62%,94.5MB / 1.76MB,406kB / 0B,51
1755872623.512913282,f8cd685deea1,multi-proxy2,535.02%,693.6MiB / 31.15GiB,2.17%,149MB / 7.48MB,81.9kB / 7.41MB,51
1755872627.064819552,87ffcb507c59,multi-proxy0,117.27%,488.1MiB / 31.15GiB,1.53%,112MB / 1.96MB,1.84MB / 0B,46
1755872627.064819552,4ab2f4d499aa,multi-proxy1,211.90%,536.6MiB / 31.15GiB,1.68%,95.3MB / 1.77MB,406kB / 0B,51
1755872627.064819552,f8cd685deea1,multi-proxy2,471.95%,698.6MiB / 31.15GiB,2.19%,150MB / 7.49MB,81.9kB / 7.52MB,51
1755872630.603574715,87ffcb507c59,multi-proxy0,101.52%,489.8MiB / 31.15GiB,1.54%,114MB / 1.97MB,1.84MB / 0B,46
1755872630.603574715,4ab2f4d499aa,multi-proxy1,214.99%,539.4MiB / 31.15GiB,1.69%,95.8MB / 1.78MB,406kB / 0B,51
1755872630.603574715,f8cd685deea1,multi-proxy2,456.16%,680MiB / 31.15GiB,2.13%,152MB / 7.5MB,81.9kB / 7.61MB,51
1755872634.155091687,87ffcb507c59,multi-proxy0,139.55%,533MiB / 31.15GiB,1.67%,114MB / 1.99MB,1.84MB / 0B,49
1755872634.155091687,4ab2f4d499aa,multi-proxy1,203.75%,526.6MiB / 31.15GiB,1.65%,96.5MB / 1.92MB,406kB / 0B,54
1755872634.155091687,f8cd685deea1,multi-proxy2,466.56%,684.1MiB / 31.15GiB,2.14%,153MB / 7.5MB,81.9kB / 7.72MB,51
1755872637.691216296,87ffcb507c59,multi-proxy0,314.44%,512.5MiB / 31.15GiB,1.61%,115MB / 2MB,1.84MB / 0B,49
1755872637.691216296,4ab2f4d499aa,multi-proxy1,259.29%,547.8MiB / 31.15GiB,1.72%,97MB / 2MB,406kB / 8.19kB,54
1755872637.691216296,f8cd685deea1,multi-proxy2,474.22%,716.4MiB / 31.15GiB,2.25%,154MB / 7.58MB,81.9kB / 7.81MB,51
1755872640.249304120,87ffcb507c59,multi-proxy0,158.42%,530.1MiB / 31.15GiB,1.66%,116MB / 2.03MB,1.84MB / 0B,49
1755872640.249304120,4ab2f4d499aa,multi-proxy1,298.48%,551.3MiB / 31.15GiB,1.73%,97.5MB / 2.22MB,406kB / 41kB,54
1755872640.249304120,f8cd685deea1,multi-proxy2,381.05%,722.8MiB / 31.15GiB,2.27%,156MB / 7.82MB,81.9kB / 7.95MB,51
1755872643.794162253,87ffcb507c59,multi-proxy0,189.00%,534.8MiB / 31.15GiB,1.68%,118MB / 2.08MB,1.84MB / 0B,49
1755872643.794162253,4ab2f4d499aa,multi-proxy1,188.53%,555.5MiB / 31.15GiB,1.74%,98.1MB / 2.48MB,406kB / 81.9kB,54
1755872643.794162253,f8cd685deea1,multi-proxy2,332.79%,702MiB / 31.15GiB,2.20%,157MB / 8.11MB,81.9kB / 8.07MB,51
1755872647.331278942,87ffcb507c59,multi-proxy0,469.72%,563.8MiB / 31.15GiB,1.77%,119MB / 2.1MB,1.84MB / 0B,49
1755872647.331278942,4ab2f4d499aa,multi-proxy1,226.35%,558.2MiB / 31.15GiB,1.75%,98.6MB / 2.78MB,406kB / 123kB,54
1755872647.331278942,f8cd685deea1,multi-proxy2,336.00%,708.6MiB / 31.15GiB,2.22%,159MB / 8.35MB,81.9kB / 8.22MB,51
1755872650.862799614,87ffcb507c59,multi-proxy0,90.61%,548.4MiB / 31.15GiB,1.72%,121MB / 2.16MB,1.84MB / 0B,51
1755872650.862799614,4ab2f4d499aa,multi-proxy1,199.29%,561.9MiB / 31.15GiB,1.76%,99.3MB / 2.97MB,406kB / 176kB,54
1755872650.862799614,f8cd685deea1,multi-proxy2,355.79%,724.7MiB / 31.15GiB,2.27%,160MB / 8.53MB,81.9kB / 8.31MB,51
1755872654.411673710,87ffcb507c59,multi-proxy0,182.50%,580.9MiB / 31.15GiB,1.82%,123MB / 2.2MB,1.84MB / 0B,51
1755872654.411673710,4ab2f4d499aa,multi-proxy1,238.32%,565.4MiB / 31.15GiB,1.77%,99.9MB / 3.19MB,406kB / 246kB,54
1755872654.411673710,f8cd685deea1,multi-proxy2,393.29%,715.7MiB / 31.15GiB,2.24%,161MB / 8.68MB,81.9kB / 8.46MB,51
1755872657.970598230,87ffcb507c59,multi-proxy0,165.65%,562.5MiB / 31.15GiB,1.76%,124MB / 2.22MB,1.84MB / 0B,51
1755872657.970598230,4ab2f4d499aa,multi-proxy1,202.91%,547.8MiB / 31.15GiB,1.72%,100MB / 3.35MB,406kB / 295kB,54
1755872657.970598230,f8cd685deea1,multi-proxy2,330.81%,748.7MiB / 31.15GiB,2.35%,163MB / 8.97MB,81.9kB / 8.84MB,51
1755872661.520707596,87ffcb507c59,multi-proxy0,181.78%,592.9MiB / 31.15GiB,1.86%,125MB / 2.28MB,1.84MB / 0B,51
1755872661.520707596,4ab2f4d499aa,multi-proxy1,210.43%,550.9MiB / 31.15GiB,1.73%,101MB / 3.51MB,406kB / 356kB,54
1755872661.520707596,f8cd685deea1,multi-proxy2,390.89%,756.5MiB / 31.15GiB,2.37%,164MB / 9.12MB,81.9kB / 8.93MB,51
1755872665.070777623,87ffcb507c59,multi-proxy0,486.57%,595.7MiB / 31.15GiB,1.87%,126MB / 2.3MB,1.84MB / 0B,51
1755872665.070777623,4ab2f4d499aa,multi-proxy1,270.73%,575.7MiB / 31.15GiB,1.80%,102MB / 3.7MB,406kB / 414kB,54
1755872665.070777623,f8cd685deea1,multi-proxy2,391.35%,737.9MiB / 31.15GiB,2.31%,165MB / 9.76MB,81.9kB / 9.98MB,51
1755872668.620117596,87ffcb507c59,multi-proxy0,125.28%,598.2MiB / 31.15GiB,1.88%,128MB / 2.38MB,1.84MB / 0B,51
1755872668.620117596,4ab2f4d499aa,multi-proxy1,265.01%,580.5MiB / 31.15GiB,1.82%,102MB / 3.92MB,406kB / 483kB,54
1755872668.620117596,f8cd685deea1,multi-proxy2,369.09%,741.3MiB / 31.15GiB,2.32%,166MB / 9.98MB,81.9kB / 10.5MB,51
1755872672.161224628,87ffcb507c59,multi-proxy0,161.99%,627.9MiB / 31.15GiB,1.97%,129MB / 2.42MB,1.84MB / 0B,51
1755872672.161224628,4ab2f4d499aa,multi-proxy1,281.38%,563.4MiB / 31.15GiB,1.77%,103MB / 4.15MB,406kB / 557kB,54
1755872672.161224628,f8cd685deea1,multi-proxy2,347.04%,744.1MiB / 31.15GiB,2.33%,166MB / 10.2MB,81.9kB / 10.8MB,51
1755872675.701725353,87ffcb507c59,multi-proxy0,262.06%,603.7MiB / 31.15GiB,1.89%,130MB / 2.44MB,1.84MB / 0B,51
1755872675.701725353,4ab2f4d499aa,multi-proxy1,247.50%,564.8MiB / 31.15GiB,1.77%,103MB / 4.32MB,406kB / 647kB,54
1755872675.701725353,f8cd685deea1,multi-proxy2,368.90%,749.3MiB / 31.15GiB,2.35%,168MB / 10.4MB,81.9kB / 11MB,51
1755872679.248276894,87ffcb507c59,multi-proxy0,179.24%,609.3MiB / 31.15GiB,1.91%,131MB / 2.48MB,1.84MB / 0B,51
1755872679.248276894,4ab2f4d499aa,multi-proxy1,235.96%,566.6MiB / 31.15GiB,1.78%,104MB / 4.41MB,406kB / 717kB,54
1755872679.248276894,f8cd685deea1,multi-proxy2,438.90%,751.8MiB / 31.15GiB,2.36%,169MB / 10.6MB,81.9kB / 11.2MB,51
1755872682.789376284,87ffcb507c59,multi-proxy0,126.65%,637MiB / 31.15GiB,2.00%,132MB / 2.5MB,1.84MB / 0B,51
1755872682.789376284,4ab2f4d499aa,multi-proxy1,209.41%,592.1MiB / 31.15GiB,1.86%,104MB / 4.64MB,406kB / 852kB,54
1755872682.789376284,f8cd685deea1,multi-proxy2,457.86%,787MiB / 31.15GiB,2.47%,170MB / 10.8MB,81.9kB / 11.4MB,51
1755872686.339693312,87ffcb507c59,multi-proxy0,312.59%,615.8MiB / 31.15GiB,1.93%,133MB / 2.54MB,1.84MB / 0B,51
1755872686.339693312,4ab2f4d499aa,multi-proxy1,228.88%,574MiB / 31.15GiB,1.80%,105MB / 4.82MB,406kB / 942kB,54
1755872686.339693312,f8cd685deea1,multi-proxy2,340.14%,791.1MiB / 31.15GiB,2.48%,171MB / 10.9MB,86kB / 11.7MB,51
