timestamp,container_id,name,cpu_perc,mem_usage,mem_perc,net_io,block_io,pids
1755872689.881504205,87ffcb507c59,multi-proxy0,136.80%,648.1MiB / 31.15GiB,2.03%,135MB / 2.6MB,1.84MB / 0B,51
1755872689.881504205,4ab2f4d499aa,multi-proxy1,248.11%,578.7MiB / 31.15GiB,1.81%,105MB / 5.02MB,406kB / 1.06MB,54
1755872689.881504205,f8cd685deea1,multi-proxy2,417.63%,793.6MiB / 31.15GiB,2.49%,172MB / 11.1MB,86kB / 11.8MB,51
1755872693.438243591,87ffcb507c59,multi-proxy0,149.52%,626MiB / 31.15GiB,1.96%,136MB / 2.64MB,1.84MB / 0B,51
1755872693.438243591,4ab2f4d499aa,multi-proxy1,244.70%,601MiB / 31.15GiB,1.88%,106MB / 5.18MB,410kB / 1.18MB,54
1755872693.438243591,f8cd685deea1,multi-proxy2,412.23%,772.7MiB / 31.15GiB,2.42%,173MB / 11.4MB,86kB / 12.1MB,51
1755872696.976467307,87ffcb507c59,multi-proxy0,166.43%,630.5MiB / 31.15GiB,1.98%,138MB / 2.67MB,1.84MB / 0B,51
1755872696.976467307,4ab2f4d499aa,multi-proxy1,292.34%,602.5MiB / 31.15GiB,1.89%,106MB / 5.35MB,410kB / 1.32MB,54
1755872696.976467307,f8cd685deea1,multi-proxy2,404.11%,802.3MiB / 31.15GiB,2.51%,174MB / 11.4MB,86kB / 12.3MB,51
1755872700.540741112,87ffcb507c59,multi-proxy0,312.76%,660.7MiB / 31.15GiB,2.07%,138MB / 2.7MB,1.84MB / 0B,51
1755872700.540741112,4ab2f4d499aa,multi-proxy1,246.40%,605.7MiB / 31.15GiB,1.90%,107MB / 5.51MB,410kB / 1.47MB,54
1755872700.540741112,f8cd685deea1,multi-proxy2,537.01%,810MiB / 31.15GiB,2.54%,175MB / 11.6MB,86kB / 12.5MB,51
1755872704.115568046,87ffcb507c59,multi-proxy0,178.38%,635.7MiB / 31.15GiB,1.99%,140MB / 2.73MB,1.84MB / 0B,51
1755872704.115568046,4ab2f4d499aa,multi-proxy1,249.66%,587.3MiB / 31.15GiB,1.84%,107MB / 5.67MB,410kB / 1.61MB,54
1755872704.115568046,f8cd685deea1,multi-proxy2,499.61%,784.1MiB / 31.15GiB,2.46%,176MB / 11.8MB,90.1kB / 12.9MB,51
1755872707.648951424,87ffcb507c59,multi-proxy0,273.11%,640.2MiB / 31.15GiB,2.01%,141MB / 2.77MB,1.84MB / 0B,51
1755872707.648951424,4ab2f4d499aa,multi-proxy1,287.74%,593.4MiB / 31.15GiB,1.86%,108MB / 5.9MB,410kB / 1.82MB,54
1755872707.648951424,f8cd685deea1,multi-proxy2,379.27%,790.5MiB / 31.15GiB,2.48%,177MB / 12.1MB,98.3kB / 13.2MB,51
1755872711.182181391,87ffcb507c59,multi-proxy0,260.88%,646.4MiB / 31.15GiB,2.03%,143MB / 2.81MB,1.84MB / 0B,51
1755872711.182181391,4ab2f4d499aa,multi-proxy1,242.38%,596MiB / 31.15GiB,1.87%,108MB / 5.99MB,410kB / 1.91MB,54
1755872711.182181391,f8cd685deea1,multi-proxy2,461.78%,821.8MiB / 31.15GiB,2.58%,178MB / 12.2MB,98.3kB / 13.5MB,51
1755872714.739717939,87ffcb507c59,multi-proxy0,155.62%,677.2MiB / 31.15GiB,2.12%,144MB / 2.83MB,1.84MB / 0B,51
1755872714.739717939,4ab2f4d499aa,multi-proxy1,265.30%,620.8MiB / 31.15GiB,1.95%,109MB / 6.22MB,414kB / 2.17MB,54
1755872714.739717939,f8cd685deea1,multi-proxy2,418.80%,826.8MiB / 31.15GiB,2.59%,180MB / 12.4MB,98.3kB / 13.8MB,51
1755872718.273621857,87ffcb507c59,multi-proxy0,304.24%,682.9MiB / 31.15GiB,2.14%,146MB / 2.88MB,1.84MB / 0B,51
1755872718.273621857,4ab2f4d499aa,multi-proxy1,254.42%,601.2MiB / 31.15GiB,1.88%,109MB / 6.38MB,414kB / 2.35MB,54
1755872718.273621857,f8cd685deea1,multi-proxy2,429.72%,802.2MiB / 31.15GiB,2.51%,180MB / 12.5MB,98.3kB / 14MB,51
1755872721.820962800,87ffcb507c59,multi-proxy0,208.32%,657.6MiB / 31.15GiB,2.06%,147MB / 2.91MB,1.84MB / 0B,51
1755872721.820962800,4ab2f4d499aa,multi-proxy1,280.59%,605.7MiB / 31.15GiB,1.90%,110MB / 6.61MB,414kB / 2.56MB,54
1755872721.820962800,f8cd685deea1,multi-proxy2,453.96%,807.3MiB / 31.15GiB,2.53%,182MB / 12.8MB,102kB / 14.4MB,51
1755872725.354637098,87ffcb507c59,multi-proxy0,300.23%,662.5MiB / 31.15GiB,2.08%,149MB / 2.95MB,1.84MB / 0B,51
1755872725.354637098,4ab2f4d499aa,multi-proxy1,240.53%,633.5MiB / 31.15GiB,1.99%,110MB / 6.77MB,414kB / 2.82MB,54
1755872725.354637098,f8cd685deea1,multi-proxy2,424.04%,840.9MiB / 31.15GiB,2.64%,182MB / 12.9MB,102kB / 14.7MB,51
1755872728.904027280,87ffcb507c59,multi-proxy0,218.83%,695.7MiB / 31.15GiB,2.18%,149MB / 2.97MB,1.84MB / 0B,51
1755872728.904027280,4ab2f4d499aa,multi-proxy1,280.93%,634.7MiB / 31.15GiB,1.99%,111MB / 6.93MB,414kB / 3.06MB,54
1755872728.904027280,f8cd685deea1,multi-proxy2,417.90%,815.1MiB / 31.15GiB,2.56%,184MB / 13.1MB,102kB / 15.1MB,51
1755872732.460427504,87ffcb507c59,multi-proxy0,275.84%,671.8MiB / 31.15GiB,2.11%,151MB / 3.01MB,1.84MB / 0B,51
1755872732.460427504,4ab2f4d499aa,multi-proxy1,258.91%,636.7MiB / 31.15GiB,2.00%,111MB / 7.08MB,414kB / 3.31MB,54
1755872732.460427504,f8cd685deea1,multi-proxy2,412.27%,849MiB / 31.15GiB,2.66%,185MB / 13.2MB,102kB / 15.4MB,51
1755872736.008499941,87ffcb507c59,multi-proxy0,325.33%,674MiB / 31.15GiB,2.11%,152MB / 3.04MB,1.84MB / 0B,51
1755872736.008499941,4ab2f4d499aa,multi-proxy1,268.44%,639.1MiB / 31.15GiB,2.00%,112MB / 7.23MB,414kB / 3.52MB,54
1755872736.008499941,f8cd685deea1,multi-proxy2,485.48%,822.7MiB / 31.15GiB,2.58%,185MB / 13.4MB,102kB / 15.9MB,51
1755872738.556244118,87ffcb507c59,multi-proxy0,357.47%,678.9MiB / 31.15GiB,2.13%,153MB / 3.07MB,1.84MB / 0B,51
1755872738.556244118,4ab2f4d499aa,multi-proxy1,287.10%,644MiB / 31.15GiB,2.02%,112MB / 7.39MB,418kB / 3.79MB,54
1755872738.556244118,f8cd685deea1,multi-proxy2,386.32%,825.8MiB / 31.15GiB,2.59%,186MB / 13.7MB,102kB / 16.1MB,51
1755872742.098027157,87ffcb507c59,multi-proxy0,218.45%,712.2MiB / 31.15GiB,2.23%,154MB / 3.1MB,1.84MB / 0B,51
1755872742.098027157,4ab2f4d499aa,multi-proxy1,256.01%,645.4MiB / 31.15GiB,2.02%,112MB / 7.54MB,418kB / 3.93MB,54
1755872742.098027157,f8cd685deea1,multi-proxy2,481.65%,830.2MiB / 31.15GiB,2.60%,187MB / 13.8MB,102kB / 16.8MB,51
1755872745.650804616,87ffcb507c59,multi-proxy0,496.46%,684.5MiB / 31.15GiB,2.15%,155MB / 3.12MB,1.84MB / 0B,51
1755872745.650804616,4ab2f4d499aa,multi-proxy1,299.49%,623.3MiB / 31.15GiB,1.95%,113MB / 7.63MB,418kB / 4.24MB,54
1755872745.650804616,f8cd685deea1,multi-proxy2,420.28%,833.6MiB / 31.15GiB,2.61%,188MB / 14MB,102kB / 17.3MB,51
1755872749.181772637,87ffcb507c59,multi-proxy0,477.20%,687.8MiB / 31.15GiB,2.16%,157MB / 3.16MB,1.84MB / 0B,51
1755872749.181772637,4ab2f4d499aa,multi-proxy1,249.08%,649.7MiB / 31.15GiB,2.04%,113MB / 7.72MB,418kB / 4.41MB,54
1755872749.181772637,f8cd685deea1,multi-proxy2,413.56%,872.1MiB / 31.15GiB,2.73%,189MB / 14.2MB,102kB / 17.6MB,51
1755872752.728419367,87ffcb507c59,multi-proxy0,529.08%,693.6MiB / 31.15GiB,2.17%,158MB / 3.18MB,1.84MB / 0B,51
1755872752.728419367,4ab2f4d499aa,multi-proxy1,267.56%,652.2MiB / 31.15GiB,2.04%,114MB / 7.73MB,418kB / 4.53MB,54
1755872752.728419367,f8cd685deea1,multi-proxy2,497.24%,885.6MiB / 31.15GiB,2.78%,190MB / 14.3MB,102kB / 18MB,54
1755872756.260030179,87ffcb507c59,multi-proxy0,451.38%,694.9MiB / 31.15GiB,2.18%,159MB / 3.2MB,1.84MB / 0B,51
1755872756.260030179,4ab2f4d499aa,multi-proxy1,274.68%,630.2MiB / 31.15GiB,1.98%,114MB / 7.75MB,418kB / 4.61MB,54
1755872756.260030179,f8cd685deea1,multi-proxy2,382.62%,896MiB / 31.15GiB,2.81%,191MB / 14.5MB,102kB / 18.6MB,54
1755872759.793728457,87ffcb507c59,multi-proxy0,483.27%,728.8MiB / 31.15GiB,2.28%,160MB / 3.22MB,1.84MB / 0B,51
1755872759.793728457,4ab2f4d499aa,multi-proxy1,281.72%,656.6MiB / 31.15GiB,2.06%,115MB / 7.76MB,418kB / 4.7MB,54
1755872759.793728457,f8cd685deea1,multi-proxy2,281.46%,899.2MiB / 31.15GiB,2.82%,192MB / 14.6MB,102kB / 18.9MB,54
1755872763.337220825,87ffcb507c59,multi-proxy0,476.65%,700.1MiB / 31.15GiB,2.19%,161MB / 3.25MB,1.84MB / 0B,51
1755872763.337220825,4ab2f4d499aa,multi-proxy1,246.50%,634.1MiB / 31.15GiB,1.99%,115MB / 7.77MB,418kB / 4.78MB,54
1755872763.337220825,f8cd685deea1,multi-proxy2,424.96%,907.1MiB / 31.15GiB,2.84%,193MB / 14.8MB,106kB / 19.5MB,54
1755872766.871759145,87ffcb507c59,multi-proxy0,570.43%,702.9MiB / 31.15GiB,2.20%,163MB / 3.28MB,1.84MB / 0B,51
1755872766.871759145,4ab2f4d499aa,multi-proxy1,285.42%,661.5MiB / 31.15GiB,2.07%,116MB / 7.79MB,418kB / 4.93MB,54
1755872766.871759145,f8cd685deea1,multi-proxy2,447.76%,914.2MiB / 31.15GiB,2.87%,194MB / 15MB,106kB / 20.1MB,54
1755872770.451591422,87ffcb507c59,multi-proxy0,552.92%,738MiB / 31.15GiB,2.31%,164MB / 3.3MB,1.84MB / 0B,51
1755872770.451591422,4ab2f4d499aa,multi-proxy1,279.09%,663.2MiB / 31.15GiB,2.08%,117MB / 7.81MB,418kB / 5.04MB,54
1755872770.451591422,f8cd685deea1,multi-proxy2,308.79%,918.3MiB / 31.15GiB,2.88%,195MB / 15.2MB,106kB / 20.6MB,54
1755872774.008313639,87ffcb507c59,multi-proxy0,645.06%,739.8MiB / 31.15GiB,2.32%,165MB / 3.32MB,1.84MB / 0B,51
1755872774.008313639,4ab2f4d499aa,multi-proxy1,276.18%,665.9MiB / 31.15GiB,2.09%,117MB / 7.82MB,418kB / 5.1MB,54
1755872774.008313639,f8cd685deea1,multi-proxy2,321.93%,922.8MiB / 31.15GiB,2.89%,196MB / 15.4MB,106kB / 21.3MB,54
1755872776.563642933,87ffcb507c59,multi-proxy0,553.21%,742.8MiB / 31.15GiB,2.33%,166MB / 3.35MB,1.84MB / 0B,51
1755872776.563642933,4ab2f4d499aa,multi-proxy1,299.76%,644.3MiB / 31.15GiB,2.02%,117MB / 7.83MB,418kB / 5.19MB,54
1755872776.563642933,f8cd685deea1,multi-proxy2,296.52%,929.2MiB / 31.15GiB,2.91%,197MB / 15.5MB,106kB / 21.8MB,54
1755872780.128213837,87ffcb507c59,multi-proxy0,505.31%,779.1MiB / 31.15GiB,2.44%,168MB / 3.38MB,1.84MB / 0B,51
1755872780.128213837,4ab2f4d499aa,multi-proxy1,293.99%,654.6MiB / 31.15GiB,2.05%,118MB / 7.99MB,418kB / 5.5MB,54
1755872780.128213837,f8cd685deea1,multi-proxy2,411.17%,933.6MiB / 31.15GiB,2.93%,197MB / 15.6MB,106kB / 22.1MB,54
1755872783.676375271,87ffcb507c59,multi-proxy0,678.42%,783MiB / 31.15GiB,2.45%,169MB / 3.41MB,1.84MB / 0B,51
1755872783.676375271,4ab2f4d499aa,multi-proxy1,256.15%,686.1MiB / 31.15GiB,2.15%,119MB / 8.15MB,418kB / 5.8MB,54
1755872783.676375271,f8cd685deea1,multi-proxy2,468.80%,938.5MiB / 31.15GiB,2.94%,198MB / 15.6MB,143kB / 22.4MB,54
1755872787.225556994,87ffcb507c59,multi-proxy0,533.71%,785.1MiB / 31.15GiB,2.46%,170MB / 3.43MB,1.84MB / 0B,52
1755872787.225556994,4ab2f4d499aa,multi-proxy1,300.94%,690.8MiB / 31.15GiB,2.17%,120MB / 8.37MB,418kB / 6.25MB,54
1755872787.225556994,f8cd685deea1,multi-proxy2,356.24%,946.4MiB / 31.15GiB,2.97%,200MB / 15.6MB,143kB / 22.8MB,54
1755872790.760107144,87ffcb507c59,multi-proxy0,654.06%,757.6MiB / 31.15GiB,2.38%,171MB / 3.46MB,1.84MB / 0B,52
1755872790.760107144,4ab2f4d499aa,multi-proxy1,284.05%,674.7MiB / 31.15GiB,2.12%,120MB / 8.53MB,422kB / 6.59MB,54
1755872790.760107144,f8cd685deea1,multi-proxy2,375.87%,950.1MiB / 31.15GiB,2.98%,201MB / 15.6MB,143kB / 22.9MB,54
1755872794.306279859,87ffcb507c59,multi-proxy0,576.38%,794.1MiB / 31.15GiB,2.49%,173MB / 3.48MB,1.84MB / 0B,55
1755872794.306279859,4ab2f4d499aa,multi-proxy1,301.98%,704.4MiB / 31.15GiB,2.21%,121MB / 8.68MB,422kB / 6.92MB,54
1755872794.306279859,f8cd685deea1,multi-proxy2,460.61%,955.1MiB / 31.15GiB,2.99%,202MB / 15.7MB,143kB / 23.3MB,54
1755872797.858595800,87ffcb507c59,multi-proxy0,612.19%,764.3MiB / 31.15GiB,2.40%,174MB / 3.5MB,1.84MB / 0B,55
1755872797.858595800,4ab2f4d499aa,multi-proxy1,282.00%,708.8MiB / 31.15GiB,2.22%,122MB / 8.83MB,422kB / 7.31MB,54
1755872797.858595800,f8cd685deea1,multi-proxy2,374.30%,960.8MiB / 31.15GiB,3.01%,203MB / 15.7MB,143kB / 23.6MB,54
1755872801.400175961,87ffcb507c59,multi-proxy0,670.66%,800.2MiB / 31.15GiB,2.51%,175MB / 3.53MB,1.95MB / 0B,55
1755872801.400175961,4ab2f4d499aa,multi-proxy1,287.27%,706.5MiB / 31.15GiB,2.21%,122MB / 9.05MB,422kB / 7.71MB,54
1755872801.400175961,f8cd685deea1,multi-proxy2,338.92%,965.4MiB / 31.15GiB,3.03%,204MB / 15.7MB,213kB / 23.9MB,54
1755872804.960565494,87ffcb507c59,multi-proxy0,587.81%,771.7MiB / 31.15GiB,2.42%,176MB / 3.57MB,1.95MB / 0B,55
1755872804.960565494,4ab2f4d499aa,multi-proxy1,357.75%,688.5MiB / 31.15GiB,2.16%,123MB / 9.21MB,647kB / 8.09MB,54
1755872804.960565494,f8cd685deea1,multi-proxy2,399.86%,968.8MiB / 31.15GiB,3.04%,204MB / 15.7MB,213kB / 24.2MB,54
1755872808.515117840,87ffcb507c59,multi-proxy0,660.29%,775.9MiB / 31.15GiB,2.43%,178MB / 3.6MB,1.95MB / 0B,55
1755872808.515117840,4ab2f4d499aa,multi-proxy1,309.14%,689.9MiB / 31.15GiB,2.16%,123MB / 9.36MB,647kB / 8.66MB,54
1755872808.515117840,f8cd685deea1,multi-proxy2,424.22%,975.6MiB / 31.15GiB,3.06%,206MB / 15.7MB,233kB / 24.5MB,54
1755872812.096445382,87ffcb507c59,multi-proxy0,685.91%,812.9MiB / 31.15GiB,2.55%,179MB / 3.63MB,2.03MB / 0B,55
1755872812.096445382,4ab2f4d499aa,multi-proxy1,343.69%,720.4MiB / 31.15GiB,2.26%,124MB / 9.51MB,647kB / 9.07MB,54
1755872812.096445382,f8cd685deea1,multi-proxy2,446.50%,979.3MiB / 31.15GiB,3.07%,206MB / 15.7MB,233kB / 24.8MB,54
1755872815.665737754,87ffcb507c59,multi-proxy0,601.64%,816MiB / 31.15GiB,2.56%,180MB / 3.66MB,2.12MB / 0B,55
1755872815.665737754,4ab2f4d499aa,multi-proxy1,364.82%,724.9MiB / 31.15GiB,2.27%,125MB / 9.73MB,836kB / 9.69MB,54
1755872815.665737754,f8cd685deea1,multi-proxy2,491.32%,985.8MiB / 31.15GiB,3.09%,207MB / 15.8MB,651kB / 25.1MB,54
1755872819.218243434,87ffcb507c59,multi-proxy0,635.73%,818.1MiB / 31.15GiB,2.56%,181MB / 3.68MB,2.12MB / 0B,55
1755872819.218243434,4ab2f4d499aa,multi-proxy1,374.99%,700MiB / 31.15GiB,2.19%,125MB / 9.95MB,881kB / 10.1MB,54
1755872819.218243434,f8cd685deea1,multi-proxy2,414.56%,988.6MiB / 31.15GiB,3.10%,208MB / 15.8MB,692kB / 25.6MB,54
1755872822.772270887,87ffcb507c59,multi-proxy0,694.35%,787.5MiB / 31.15GiB,2.47%,183MB / 3.72MB,2.12MB / 0B,55
1755872822.772270887,4ab2f4d499aa,multi-proxy1,450.85%,703.2MiB / 31.15GiB,2.20%,126MB / 10.1MB,881kB / 10.8MB,54
1755872822.772270887,f8cd685deea1,multi-proxy2,348.07%,992.2MiB / 31.15GiB,3.11%,209MB / 15.8MB,692kB / 25.8MB,54
1755872826.314690948,87ffcb507c59,multi-proxy0,725.18%,825.5MiB / 31.15GiB,2.59%,184MB / 3.75MB,2.12MB / 0B,55
1755872826.314690948,4ab2f4d499aa,multi-proxy1,317.50%,733.6MiB / 31.15GiB,2.30%,126MB / 10.3MB,885kB / 11.3MB,54
1755872826.314690948,f8cd685deea1,multi-proxy2,367.98%,993.4MiB / 31.15GiB,3.11%,210MB / 15.8MB,696kB / 26.1MB,54
1755872829.866080286,87ffcb507c59,multi-proxy0,622.42%,828.1MiB / 31.15GiB,2.60%,185MB / 3.78MB,2.12MB / 0B,55
1755872829.866080286,4ab2f4d499aa,multi-proxy1,390.14%,738.1MiB / 31.15GiB,2.31%,127MB / 10.4MB,885kB / 11.8MB,54
1755872829.866080286,f8cd685deea1,multi-proxy2,370.07%,998MiB / 31.15GiB,3.13%,211MB / 15.9MB,696kB / 26.6MB,54
1755872833.420031020,87ffcb507c59,multi-proxy0,447.95%,794.9MiB / 31.15GiB,2.49%,186MB / 3.81MB,2.12MB / 0B,55
1755872833.420031020,4ab2f4d499aa,multi-proxy1,358.74%,744MiB / 31.15GiB,2.33%,127MB / 10.6MB,885kB / 12.4MB,54
1755872833.420031020,f8cd685deea1,multi-proxy2,370.73%,999.4MiB / 31.15GiB,3.13%,212MB / 16.1MB,696kB / 27.1MB,54
1755872836.980820728,87ffcb507c59,multi-proxy0,482.04%,798.8MiB / 31.15GiB,2.50%,188MB / 3.85MB,2.12MB / 0B,55
1755872836.980820728,4ab2f4d499aa,multi-proxy1,444.85%,718.3MiB / 31.15GiB,2.25%,128MB / 10.8MB,987kB / 12.9MB,54
1755872836.980820728,f8cd685deea1,multi-proxy2,332.57%,1003MiB / 31.15GiB,3.14%,212MB / 16.2MB,696kB / 27.6MB,54
1755872840.534447761,87ffcb507c59,multi-proxy0,650.28%,835.4MiB / 31.15GiB,2.62%,188MB / 3.87MB,2.12MB / 0B,55
1755872840.534447761,4ab2f4d499aa,multi-proxy1,405.62%,722.2MiB / 31.15GiB,2.26%,129MB / 10.9MB,987kB / 13.5MB,54
1755872840.534447761,f8cd685deea1,multi-proxy2,372.43%,1006MiB / 31.15GiB,3.15%,213MB / 16.4MB,705kB / 28.3MB,54
1755872844.109430721,87ffcb507c59,multi-proxy0,680.97%,837.4MiB / 31.15GiB,2.62%,189MB / 3.9MB,2.12MB / 0B,55
1755872844.109430721,4ab2f4d499aa,multi-proxy1,470.54%,752.7MiB / 31.15GiB,2.36%,129MB / 11MB,987kB / 13.9MB,54
1755872844.109430721,f8cd685deea1,multi-proxy2,351.94%,1007MiB / 31.15GiB,3.16%,214MB / 16.5MB,705kB / 29MB,54
1755872847.674887869,87ffcb507c59,multi-proxy0,766.85%,838.2MiB / 31.15GiB,2.63%,190MB / 3.92MB,2.12MB / 0B,55
1755872847.674887869,4ab2f4d499aa,multi-proxy1,422.58%,754.8MiB / 31.15GiB,2.37%,130MB / 11MB,987kB / 14.1MB,54
1755872847.674887869,f8cd685deea1,multi-proxy2,378.30%,1009MiB / 31.15GiB,3.16%,214MB / 16.6MB,705kB / 29.4MB,54
1755872851.229635511,87ffcb507c59,multi-proxy0,674.76%,802.9MiB / 31.15GiB,2.52%,191MB / 3.94MB,2.12MB / 0B,55
1755872851.229635511,4ab2f4d499aa,multi-proxy1,432.56%,757MiB / 31.15GiB,2.37%,131MB / 11MB,987kB / 14.2MB,54
1755872851.229635511,f8cd685deea1,multi-proxy2,431.68%,1011MiB / 31.15GiB,3.17%,215MB / 16.6MB,705kB / 29.7MB,54
1755872854.775135526,87ffcb507c59,multi-proxy0,629.22%,804.1MiB / 31.15GiB,2.52%,192MB / 3.95MB,2.12MB / 0B,55
1755872854.775135526,4ab2f4d499aa,multi-proxy1,361.24%,787.4MiB / 31.15GiB,2.47%,131MB / 11MB,987kB / 14.3MB,54
1755872854.775135526,f8cd685deea1,multi-proxy2,374.79%,1012MiB / 31.15GiB,3.17%,216MB / 16.7MB,705kB / 30.2MB,54
1755872858.325971996,87ffcb507c59,multi-proxy0,678.79%,805.9MiB / 31.15GiB,2.53%,193MB / 3.96MB,2.12MB / 0B,55
1755872858.325971996,4ab2f4d499aa,multi-proxy1,373.58%,791.9MiB / 31.15GiB,2.48%,132MB / 11.1MB,987kB / 14.5MB,54
1755872858.325971996,f8cd685deea1,multi-proxy2,399.71%,1013MiB / 31.15GiB,3.18%,217MB / 16.7MB,705kB / 30.6MB,54
1755872861.873757178,87ffcb507c59,multi-proxy0,774.26%,844.9MiB / 31.15GiB,2.65%,194MB / 4.11MB,2.12MB / 0B,55
1755872861.873757178,4ab2f4d499aa,multi-proxy1,359.49%,793.1MiB / 31.15GiB,2.49%,133MB / 11.3MB,991kB / 14.9MB,54
1755872861.873757178,f8cd685deea1,multi-proxy2,456.97%,1.003GiB / 31.15GiB,3.22%,217MB / 16.9MB,705kB / 31MB,54
1755872865.444858850,87ffcb507c59,multi-proxy0,573.86%,846.2MiB / 31.15GiB,2.65%,194MB / 4.17MB,2.12MB / 0B,55
1755872865.444858850,4ab2f4d499aa,multi-proxy1,476.85%,768.1MiB / 31.15GiB,2.41%,134MB / 11.3MB,991kB / 15MB,54
1755872865.444858850,f8cd685deea1,multi-proxy2,523.32%,1021MiB / 31.15GiB,3.20%,218MB / 17.1MB,705kB / 31.7MB,54
1755872868.012059274,87ffcb507c59,multi-proxy0,645.75%,846.3MiB / 31.15GiB,2.65%,196MB / 4.3MB,2.12MB / 0B,55
1755872868.012059274,4ab2f4d499aa,multi-proxy1,487.76%,800.6MiB / 31.15GiB,2.51%,135MB / 11.4MB,1.18MB / 15.1MB,54
1755872868.012059274,f8cd685deea1,multi-proxy2,360.43%,1023MiB / 31.15GiB,3.21%,219MB / 17.4MB,770kB / 32.1MB,54
1755872871.574864815,87ffcb507c59,multi-proxy0,680.52%,858.1MiB / 31.15GiB,2.69%,196MB / 4.33MB,2.12MB / 0B,55
1755872871.574864815,4ab2f4d499aa,multi-proxy1,582.88%,805MiB / 31.15GiB,2.52%,136MB / 11.5MB,1.18MB / 15.3MB,54
1755872871.574864815,f8cd685deea1,multi-proxy2,487.65%,1GiB / 31.15GiB,3.21%,219MB / 17.5MB,864kB / 33.1MB,54
1755872875.151178642,87ffcb507c59,multi-proxy0,731.45%,858.5MiB / 31.15GiB,2.69%,197MB / 4.35MB,2.12MB / 0B,55
1755872875.151178642,4ab2f4d499aa,multi-proxy1,497.47%,806.7MiB / 31.15GiB,2.53%,136MB / 11.5MB,1.4MB / 15.3MB,54
1755872875.151178642,f8cd685deea1,multi-proxy2,435.68%,1.003GiB / 31.15GiB,3.22%,220MB / 17.7MB,913kB / 33.8MB,54
1755872877.717460653,87ffcb507c59,multi-proxy0,580.75%,859.5MiB / 31.15GiB,2.69%,198MB / 4.36MB,2.12MB / 0B,55
1755872877.717460653,4ab2f4d499aa,multi-proxy1,598.00%,809.9MiB / 31.15GiB,2.54%,137MB / 11.5MB,1.4MB / 15.5MB,54
1755872877.717460653,f8cd685deea1,multi-proxy2,381.97%,1.004GiB / 31.15GiB,3.22%,221MB / 17.7MB,913kB / 34.3MB,54
1755872881.276448249,87ffcb507c59,multi-proxy0,558.11%,860.9MiB / 31.15GiB,2.70%,199MB / 4.37MB,2.12MB / 0B,55
1755872881.276448249,4ab2f4d499aa,multi-proxy1,484.53%,782.1MiB / 31.15GiB,2.45%,138MB / 11.5MB,1.66MB / 15.6MB,54
1755872881.276448249,f8cd685deea1,multi-proxy2,354.19%,1.008GiB / 31.15GiB,3.24%,222MB / 17.9MB,1.14MB / 35.4MB,54
1755872884.816558188,87ffcb507c59,multi-proxy0,544.77%,823.2MiB / 31.15GiB,2.58%,200MB / 4.38MB,2.14MB / 0B,55
1755872884.816558188,4ab2f4d499aa,multi-proxy1,589.59%,814.9MiB / 31.15GiB,2.55%,139MB / 11.5MB,1.83MB / 15.8MB,54
1755872884.816558188,f8cd685deea1,multi-proxy2,328.93%,1.01GiB / 31.15GiB,3.24%,223MB / 18.1MB,1.24MB / 36.1MB,54
1755872888.373969286,87ffcb507c59,multi-proxy0,601.53%,862.1MiB / 31.15GiB,2.70%,201MB / 4.39MB,2.14MB / 0B,55
1755872888.373969286,4ab2f4d499aa,multi-proxy1,535.99%,846.9MiB / 31.15GiB,2.65%,140MB / 11.6MB,1.87MB / 15.9MB,54
1755872888.373969286,f8cd685deea1,multi-proxy2,350.93%,1.01GiB / 31.15GiB,3.24%,223MB / 18.2MB,1.25MB / 36.7MB,54
1755872891.924908429,87ffcb507c59,multi-proxy0,569.37%,858.8MiB / 31.15GiB,2.69%,202MB / 4.4MB,2.15MB / 0B,55
1755872891.924908429,4ab2f4d499aa,multi-proxy1,584.90%,845.7MiB / 31.15GiB,2.65%,141MB / 11.6MB,1.87MB / 16.1MB,54
1755872891.924908429,f8cd685deea1,multi-proxy2,450.66%,1.043GiB / 31.15GiB,3.35%,224MB / 18.4MB,1.25MB / 37.6MB,54
1755872895.500936060,87ffcb507c59,multi-proxy0,735.33%,831.1MiB / 31.15GiB,2.61%,203MB / 4.54MB,2.15MB / 0B,55
1755872895.500936060,4ab2f4d499aa,multi-proxy1,701.13%,814.1MiB / 31.15GiB,2.55%,142MB / 11.7MB,1.87MB / 16.2MB,54
1755872895.500936060,f8cd685deea1,multi-proxy2,387.86%,1.01GiB / 31.15GiB,3.24%,225MB / 18.6MB,1.29MB / 38.7MB,54
1755872899.069797644,87ffcb507c59,multi-proxy0,564.22%,831.8MiB / 31.15GiB,2.61%,204MB / 4.58MB,2.15MB / 0B,55
1755872899.069797644,4ab2f4d499aa,multi-proxy1,698.52%,817.8MiB / 31.15GiB,2.56%,143MB / 11.8MB,1.87MB / 16.4MB,54
1755872899.069797644,f8cd685deea1,multi-proxy2,444.08%,1.011GiB / 31.15GiB,3.25%,226MB / 18.8MB,1.29MB / 39.3MB,54
1755872902.678586206,87ffcb507c59,multi-proxy0,572.02%,835.2MiB / 31.15GiB,2.62%,205MB / 4.6MB,2.15MB / 0B,55
1755872902.678586206,4ab2f4d499aa,multi-proxy1,665.40%,819.6MiB / 31.15GiB,2.57%,144MB / 11.8MB,1.87MB / 16.5MB,54
